#SAMPLE	BIOSAMPLE	STUDY	ENVIRONMENT	SOURCE_SAMPLE_LINK
TSOL21-1_SAMN17618612_METAG	SAMN17618612	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618612/
TSOL21-1_SAMN17618613_METAG	SAMN17618613	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618613/
TSOL21-1_SAMN17618614_METAG	SAMN17618614	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618614/
TSOL21-1_SAMN17618615_METAG	SAMN17618615	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618615/
TSOL21-1_SAMN17618616_METAG	SAMN17618616	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618616/
TSOL21-1_SAMN17618617_METAG	SAMN17618617	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618617/
TSOL21-1_SAMN17618618_METAG	SAMN17618618	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618618/
TSOL21-1_SAMN17618619_METAG	SAMN17618619	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618619/
TSOL21-1_SAMN17618620_METAG	SAMN17618620	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618620/
TSOL21-1_SAMN17618621_METAG	SAMN17618621	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618621/
TSOL21-1_SAMN17618622_METAG	SAMN17618622	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618622/
TSOL21-1_SAMN17618623_METAG	SAMN17618623	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618623/
TSOL21-1_SAMN17618624_METAG	SAMN17618624	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618624/
TSOL21-1_SAMN17618625_METAG	SAMN17618625	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618625/
TSOL21-1_SAMN17618626_METAG	SAMN17618626	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618626/
TSOL21-1_SAMN17618627_METAG	SAMN17618627	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618627/
TSOL21-1_SAMN17618628_METAG	SAMN17618628	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618628/
TSOL21-1_SAMN17618629_METAG	SAMN17618629	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618629/
TSOL21-1_SAMN17618630_METAG	SAMN17618630	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618630/
TSOL21-1_SAMN17618631_METAG	SAMN17618631	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618631/
TSOL21-1_SAMN17618632_METAG	SAMN17618632	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618632/
TSOL21-1_SAMN17618633_METAG	SAMN17618633	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618633/
TSOL21-1_SAMN17618634_METAG	SAMN17618634	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618634/
TSOL21-1_SAMN17618635_METAG	SAMN17618635	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618635/
TSOL21-1_SAMN17618636_METAG	SAMN17618636	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618636/
TSOL21-1_SAMN17618637_METAG	SAMN17618637	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618637/
TSOL21-1_SAMN17618638_METAG	SAMN17618638	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618638/
TSOL21-1_SAMN17618639_METAG	SAMN17618639	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618639/
TSOL21-1_SAMN17618640_METAG	SAMN17618640	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618640/
TSOL21-1_SAMN17618641_METAG	SAMN17618641	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618641/
TSOL21-1_SAMN17618642_METAG	SAMN17618642	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618642/
TSOL21-1_SAMN17618643_METAG	SAMN17618643	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618643/
TSOL21-1_SAMN17618644_METAG	SAMN17618644	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618644/
TSOL21-1_SAMN17618645_METAG	SAMN17618645	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618645/
TSOL21-1_SAMN17618646_METAG	SAMN17618646	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618646/
TSOL21-1_SAMN17618647_METAG	SAMN17618647	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618647/
TSOL21-1_SAMN17618648_METAG	SAMN17618648	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618648/
TSOL21-1_SAMN17618649_METAG	SAMN17618649	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618649/
TSOL21-1_SAMN17618650_METAG	SAMN17618650	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618650/
TSOL21-1_SAMN17618651_METAG	SAMN17618651	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618651/
TSOL21-1_SAMN17618652_METAG	SAMN17618652	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618652/
TSOL21-1_SAMN17618653_METAG	SAMN17618653	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618653/
TSOL21-1_SAMN17618654_METAG	SAMN17618654	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618654/
TSOL21-1_SAMN17618655_METAG	SAMN17618655	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618655/
TSOL21-1_SAMN17618656_METAG	SAMN17618656	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618656/
TSOL21-1_SAMN17618657_METAG	SAMN17618657	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618657/
TSOL21-1_SAMN17618658_METAG	SAMN17618658	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618658/
TSOL21-1_SAMN17618659_METAG	SAMN17618659	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618659/
TSOL21-1_SAMN17618660_METAG	SAMN17618660	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618660/
TSOL21-1_SAMN17618661_METAG	SAMN17618661	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618661/
TSOL21-1_SAMN17618662_METAG	SAMN17618662	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618662/
TSOL21-1_SAMN17618663_METAG	SAMN17618663	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618663/
TSOL21-1_SAMN17618664_METAG	SAMN17618664	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618664/
TSOL21-1_SAMN17618665_METAG	SAMN17618665	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618665/
TSOL21-1_SAMN17618666_METAG	SAMN17618666	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618666/
TSOL21-1_SAMN17618667_METAG	SAMN17618667	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618667/
TSOL21-1_SAMN17618668_METAG	SAMN17618668	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618668/
TSOL21-1_SAMN17618669_METAG	SAMN17618669	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618669/
TSOL21-1_SAMN17618670_METAG	SAMN17618670	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618670/
TSOL21-1_SAMN17618671_METAG	SAMN17618671	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618671/
TSOL21-1_SAMN17618672_METAG	SAMN17618672	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618672/
TSOL21-1_SAMN17618673_METAG	SAMN17618673	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618673/
TSOL21-1_SAMN17618674_METAG	SAMN17618674	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618674/
TSOL21-1_SAMN17618675_METAG	SAMN17618675	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618675/
TSOL21-1_SAMN17618676_METAG	SAMN17618676	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618676/
TSOL21-1_SAMN17618677_METAG	SAMN17618677	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618677/
TSOL21-1_SAMN17618678_METAG	SAMN17618678	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618678/
TSOL21-1_SAMN17618679_METAG	SAMN17618679	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618679/
TSOL21-1_SAMN17618680_METAG	SAMN17618680	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618680/
TSOL21-1_SAMN17618681_METAG	SAMN17618681	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618681/
TSOL21-1_SAMN17618682_METAG	SAMN17618682	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618682/
TSOL21-1_SAMN17618683_METAG	SAMN17618683	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618683/
TSOL21-1_SAMN17618684_METAG	SAMN17618684	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618684/
TSOL21-1_SAMN17618685_METAG	SAMN17618685	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618685/
TSOL21-1_SAMN17618686_METAG	SAMN17618686	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618686/
TSOL21-1_SAMN17618687_METAG	SAMN17618687	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618687/
TSOL21-1_SAMN17618688_METAG	SAMN17618688	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618688/
TSOL21-1_SAMN17618689_METAG	SAMN17618689	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618689/
TSOL21-1_SAMN17618690_METAG	SAMN17618690	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618690/
TSOL21-1_SAMN17618691_METAG	SAMN17618691	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618691/
TSOL21-1_SAMN17618692_METAG	SAMN17618692	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618692/
TSOL21-1_SAMN17618693_METAG	SAMN17618693	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618693/
TSOL21-1_SAMN17618694_METAG	SAMN17618694	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618694/
TSOL21-1_SAMN17618695_METAG	SAMN17618695	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618695/
TSOL21-1_SAMN17618696_METAG	SAMN17618696	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618696/
TSOL21-1_SAMN17618697_METAG	SAMN17618697	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618697/
TSOL21-1_SAMN17618698_METAG	SAMN17618698	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618698/
TSOL21-1_SAMN17618699_METAG	SAMN17618699	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618699/
TSOL21-1_SAMN17618700_METAG	SAMN17618700	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618700/
TSOL21-1_SAMN17618701_METAG	SAMN17618701	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618701/
TSOL21-1_SAMN17618702_METAG	SAMN17618702	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618702/
TSOL21-1_SAMN17618703_METAG	SAMN17618703	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618703/
TSOL21-1_SAMN17618704_METAG	SAMN17618704	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618704/
TSOL21-1_SAMN17618705_METAG	SAMN17618705	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618705/
TSOL21-1_SAMN17618706_METAG	SAMN17618706	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618706/
TSOL21-1_SAMN17618707_METAG	SAMN17618707	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618707/
TSOL21-1_SAMN17618708_METAG	SAMN17618708	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618708/
TSOL21-1_SAMN17618709_METAG	SAMN17618709	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618709/
TSOL21-1_SAMN17618710_METAG	SAMN17618710	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618710/
TSOL21-1_SAMN17618711_METAG	SAMN17618711	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618711/
TSOL21-1_SAMN17618712_METAG	SAMN17618712	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618712/
TSOL21-1_SAMN17618713_METAG	SAMN17618713	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618713/
TSOL21-1_SAMN17618714_METAG	SAMN17618714	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618714/
TSOL21-1_SAMN17618715_METAG	SAMN17618715	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618715/
TSOL21-1_SAMN17618716_METAG	SAMN17618716	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618716/
TSOL21-1_SAMN17618717_METAG	SAMN17618717	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618717/
TSOL21-1_SAMN17618718_METAG	SAMN17618718	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618718/
TSOL21-1_SAMN17618719_METAG	SAMN17618719	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618719/
TSOL21-1_SAMN17618720_METAG	SAMN17618720	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618720/
TSOL21-1_SAMN17618721_METAG	SAMN17618721	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618721/
TSOL21-1_SAMN17618722_METAG	SAMN17618722	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618722/
TSOL21-1_SAMN17618723_METAG	SAMN17618723	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618723/
TSOL21-1_SAMN17618724_METAG	SAMN17618724	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618724/
TSOL21-1_SAMN17618725_METAG	SAMN17618725	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618725/
TSOL21-1_SAMN17618726_METAG	SAMN17618726	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618726/
TSOL21-1_SAMN17618727_METAG	SAMN17618727	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618727/
TSOL21-1_SAMN17618728_METAG	SAMN17618728	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618728/
TSOL21-1_SAMN17618729_METAG	SAMN17618729	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618729/
TSOL21-1_SAMN17618730_METAG	SAMN17618730	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618730/
TSOL21-1_SAMN17618731_METAG	SAMN17618731	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618731/
TSOL21-1_SAMN17618732_METAG	SAMN17618732	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618732/
TSOL21-1_SAMN17618733_METAG	SAMN17618733	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618733/
TSOL21-1_SAMN17618734_METAG	SAMN17618734	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618734/
TSOL21-1_SAMN17618735_METAG	SAMN17618735	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618735/
TSOL21-1_SAMN17618736_METAG	SAMN17618736	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618736/
TSOL21-1_SAMN17618737_METAG	SAMN17618737	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618737/
TSOL21-1_SAMN17618738_METAG	SAMN17618738	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618738/
TSOL21-1_SAMN17618739_METAG	SAMN17618739	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618739/
TSOL21-1_SAMN17618740_METAG	SAMN17618740	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618740/
TSOL21-1_SAMN17618741_METAG	SAMN17618741	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618741/
TSOL21-1_SAMN17618742_METAG	SAMN17618742	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618742/
TSOL21-1_SAMN17618743_METAG	SAMN17618743	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618743/
TSOL21-1_SAMN17618744_METAG	SAMN17618744	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618744/
TSOL21-1_SAMN17618745_METAG	SAMN17618745	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618745/
TSOL21-1_SAMN17618746_METAG	SAMN17618746	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618746/
TSOL21-1_SAMN17618747_METAG	SAMN17618747	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618747/
TSOL21-1_SAMN17618748_METAG	SAMN17618748	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618748/
TSOL21-1_SAMN17618749_METAG	SAMN17618749	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618749/
TSOL21-1_SAMN17618750_METAG	SAMN17618750	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618750/
TSOL21-1_SAMN17618751_METAG	SAMN17618751	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618751/
TSOL21-1_SAMN17618752_METAG	SAMN17618752	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618752/
TSOL21-1_SAMN17618753_METAG	SAMN17618753	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618753/
TSOL21-1_SAMN17618754_METAG	SAMN17618754	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618754/
TSOL21-1_SAMN17618755_METAG	SAMN17618755	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618755/
TSOL21-1_SAMN17618756_METAG	SAMN17618756	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618756/
TSOL21-1_SAMN17618757_METAG	SAMN17618757	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618757/
TSOL21-1_SAMN17618758_METAG	SAMN17618758	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618758/
TSOL21-1_SAMN17618759_METAG	SAMN17618759	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618759/
TSOL21-1_SAMN17618760_METAG	SAMN17618760	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618760/
TSOL21-1_SAMN17618761_METAG	SAMN17618761	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618761/
TSOL21-1_SAMN17618762_METAG	SAMN17618762	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618762/
TSOL21-1_SAMN17618763_METAG	SAMN17618763	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618763/
TSOL21-1_SAMN17618764_METAG	SAMN17618764	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618764/
TSOL21-1_SAMN17618765_METAG	SAMN17618765	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618765/
TSOL21-1_SAMN17618766_METAG	SAMN17618766	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618766/
TSOL21-1_SAMN17618767_METAG	SAMN17618767	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618767/
TSOL21-1_SAMN17618768_METAG	SAMN17618768	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618768/
TSOL21-1_SAMN17618769_METAG	SAMN17618769	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618769/
TSOL21-1_SAMN17618770_METAG	SAMN17618770	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618770/
TSOL21-1_SAMN17618771_METAG	SAMN17618771	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618771/
TSOL21-1_SAMN17618772_METAG	SAMN17618772	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618772/
TSOL21-1_SAMN17618773_METAG	SAMN17618773	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618773/
TSOL21-1_SAMN17618774_METAG	SAMN17618774	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618774/
TSOL21-1_SAMN17618775_METAG	SAMN17618775	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618775/
TSOL21-1_SAMN17618776_METAG	SAMN17618776	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618776/
TSOL21-1_SAMN17618777_METAG	SAMN17618777	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618777/
TSOL21-1_SAMN17618778_METAG	SAMN17618778	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618778/
TSOL21-1_SAMN17618779_METAG	SAMN17618779	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618779/
TSOL21-1_SAMN17618780_METAG	SAMN17618780	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618780/
TSOL21-1_SAMN17618781_METAG	SAMN17618781	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618781/
TSOL21-1_SAMN17618782_METAG	SAMN17618782	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618782/
TSOL21-1_SAMN17618783_METAG	SAMN17618783	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618783/
TSOL21-1_SAMN17618784_METAG	SAMN17618784	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618784/
TSOL21-1_SAMN17618785_METAG	SAMN17618785	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618785/
TSOL21-1_SAMN17618786_METAG	SAMN17618786	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618786/
TSOL21-1_SAMN17618787_METAG	SAMN17618787	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618787/
TSOL21-1_SAMN17618788_METAG	SAMN17618788	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618788/
TSOL21-1_SAMN17618789_METAG	SAMN17618789	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618789/
TSOL21-1_SAMN17618790_METAG	SAMN17618790	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618790/
TSOL21-1_SAMN17618791_METAG	SAMN17618791	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618791/
TSOL21-1_SAMN17618792_METAG	SAMN17618792	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618792/
TSOL21-1_SAMN17618793_METAG	SAMN17618793	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618793/
TSOL21-1_SAMN17618794_METAG	SAMN17618794	TSOL21-1	human gut metagenome	https://www.ncbi.nlm.nih.gov/biosample/SAMN17618794/
