genome	assembly_accession	biosample	canonical_attribute	attribute_name	attribute_value
RSGB23-1_GCA-001050235-V2_GENO_10000001	GCA_001050235.2	SAMD00034889	env_medium	env_medium	paddy field soil
RSGB23-1_GCA-001070095-V1_GENO_10000001	GCA_001070095.1	SAMN03197055	host	host	Homo sapiens
RSGB23-1_GCA-001180145-V1_GENO_10000001	GCA_001180145.1	SAMEA3368568	env_broad_scale	env_broad_scale	marine pelagic biome
RSGB23-1_GCA-001180145-V1_GENO_10000001	GCA_001180145.1	SAMEA3368568	env_local_scale	env_local_scale	surface layer
RSGB23-1_GCA-001180145-V1_GENO_10000001	GCA_001180145.1	SAMEA3368568	env_medium	env_medium	sea water
RSGB23-1_GCA-001180145-V1_GENO_10000001	GCA_001180145.1	SAMEA3368568	environment_package	water environmental package	water
RSGB23-1_GCA-001184395-V1_GENO_10000001	GCA_001184395.1	SAMN03775198	host	host	Psychotria calva
RSGB23-1_GCA-001184395-V1_GENO_10000001	GCA_001184395.1	SAMN03775198	isolation_source	isolation_source	leaf nodules
RSGB23-1_GCA-001184395-V1_GENO_10000001	GCA_001184395.1	SAMN03775198	sample_type	sample_type	mixed culture
RSGB23-1_GCA-001189275-V1_GENO_10000001	GCA_001189275.1	SAMN02999931	env_broad_scale	env_broad_scale	hot spring
RSGB23-1_GCA-001189275-V1_GENO_10000001	GCA_001189275.1	SAMN02999931	env_local_scale	env_local_scale	thermal spring
RSGB23-1_GCA-001189275-V1_GENO_10000001	GCA_001189275.1	SAMN02999931	env_medium	env_medium	sediment
RSGB23-1_GCA-001274695-V2_GENO_10000001	GCA_001274695.2	SAMN03452271	isolation_source	isolation_source	Wastewater treatment plant
RSGB23-1_GCA-001274695-V2_GENO_10000001	GCA_001274695.2	SAMN03452271	sample_type	sample_type	Sewage sludge
RSGB23-1_GCA-001276605-V1_GENO_10000001	GCA_001276605.1	SAMN03292484	env_broad_scale	env_broad_scale	Water-filled sinkhole surrounded by trees
RSGB23-1_GCA-001276605-V1_GENO_10000001	GCA_001276605.1	SAMN03292484	isolation_source	isolation_source	single cell amplified by MDA; Sediments of Warm Mineral Spring
RSGB23-1_GCA-001276605-V1_GENO_10000001	GCA_001276605.1	SAMN03292484	sample_type	sample_type	Single cell
RSGB23-1_GCA-001292585-V1_GENO_10000001	GCA_001292585.1	SAMN02854536	isolation_source	isolation_source	single cell amplified by MDA; North Sea, sediment, intertidal flat
RSGB23-1_GCA-001292585-V1_GENO_10000001	GCA_001292585.1	SAMN02854536	sample_type	sample_type	single cell
RSGB23-1_GCA-001307805-V2_GENO_10000001	GCA_001307805.2	SAMN04103130	env_broad_scale	env_broad_scale	Bohai Sea
RSGB23-1_GCA-001307805-V2_GENO_10000001	GCA_001307805.2	SAMN04103130	env_local_scale	env_local_scale	It contains considerable high salt concentration.
RSGB23-1_GCA-001307805-V2_GENO_10000001	GCA_001307805.2	SAMN04103130	env_medium	env_medium	sea sediment
RSGB23-1_GCA-001311805-V1_GENO_10000001	GCA_001311805.1	SAMD00000425	env_broad_scale	env_broad_scale	bacteria
RSGB23-1_GCA-001313085-V1_GENO_10000001	GCA_001313085.1	SAMD00016826	env_broad_scale	env_broad_scale	bacteria
RSGB23-1_GCA-001321835-V1_GENO_10000001	GCA_001321835.1	SAMN02941853	env_broad_scale	env_broad_scale	deep sea
RSGB23-1_GCA-001321835-V1_GENO_10000001	GCA_001321835.1	SAMN02941853	env_local_scale	env_local_scale	deep trench amphipod associated and seawater
RSGB23-1_GCA-001321835-V1_GENO_10000001	GCA_001321835.1	SAMN02941853	env_medium	env_medium	seawater_amphipod
RSGB23-1_GCA-001321835-V1_GENO_10000001	GCA_001321835.1	SAMN02941853	isolation_source	isolation_source	single cell amplified by MDA; hadopelagic water column of the Puerto Rico Trench at 8200 m depth
RSGB23-1_GCA-001447805-V1_GENO_10000001	GCA_001447805.1	SAMN04120379	isolation_source	isolation_source	Biocathode MCL
RSGB23-1_GCA-001447805-V1_GENO_10000001	GCA_001447805.1	SAMN04120379	sample_type	sample_type	mixed culture
RSGB23-1_GCA-001457715-V1_GENO_10000001	GCA_001457715.1	SAMEA3416695	host	host	Haementeria officinalis
RSGB23-1_GCA-001544475-V2_GENO_10000001	GCA_001544475.2	SAMEA3731252	isolation_source	isolation_source	soil
RSGB23-1_GCA-001544495-V2_GENO_10000001	GCA_001544495.2	SAMEA3731253	isolation_source	isolation_source	soil
RSGB23-1_GCA-001544515-V2_GENO_10000001	GCA_001544515.2	SAMEA3731254	isolation_source	isolation_source	soil
RSGB23-1_GCA-001544535-V2_GENO_10000001	GCA_001544535.2	SAMEA3731255	isolation_source	isolation_source	soil
RSGB23-1_GCA-001544595-V2_GENO_10000001	GCA_001544595.2	SAMEA3731258	isolation_source	isolation_source	soil
RSGB23-1_GCA-001545035-V2_GENO_10000001	GCA_001545035.2	SAMEA3731269	isolation_source	isolation_source	soil
RSGB23-1_GCA-001545075-V2_GENO_10000001	GCA_001545075.2	SAMEA3731270	isolation_source	isolation_source	soil
RSGB23-1_GCA-001548995-V1_GENO_10000001	GCA_001548995.1	SAMN03941696	env_medium	env_medium	water
RSGB23-1_GCA-001548995-V1_GENO_10000001	GCA_001548995.1	SAMN03941696	isolation_source	isolation_source	single cell amplified by MDA; deep sea brine
RSGB23-1_GCA-001548995-V1_GENO_10000001	GCA_001548995.1	SAMN03941696	sample_type	sample_type	Single Cell
RSGB23-1_GCA-001549175-V1_GENO_10000001	GCA_001549175.1	SAMN03951424	env_broad_scale	env_broad_scale	Redsea,Brine -Interphase,Atlantis II Deep
RSGB23-1_GCA-001549175-V1_GENO_10000001	GCA_001549175.1	SAMN03951424	env_medium	env_medium	water
RSGB23-1_GCA-001549175-V1_GENO_10000001	GCA_001549175.1	SAMN03951424	isolation_source	isolation_source	single cell amplified by MDA; Interphase, deep sea brine
RSGB23-1_GCA-001549175-V1_GENO_10000001	GCA_001549175.1	SAMN03951424	sample_type	sample_type	Single Cell
RSGB23-1_GCA-001549895-V1_GENO_10000001	GCA_001549895.1	SAMD00024045	env_broad_scale	env_broad_scale	bulk soil
RSGB23-1_GCA-001549895-V1_GENO_10000001	GCA_001549895.1	SAMD00024045	env_local_scale	env_local_scale	bulk soil
RSGB23-1_GCA-001549895-V1_GENO_10000001	GCA_001549895.1	SAMD00024045	env_medium	env_medium	soil
RSGB23-1_GCA-001577155-V1_GENO_10000001	GCA_001577155.1	SAMN04423169	env_broad_scale	env_broad_scale	deep sea
RSGB23-1_GCA-001577155-V1_GENO_10000001	GCA_001577155.1	SAMN04423169	env_local_scale	env_local_scale	brine pool
RSGB23-1_GCA-001577155-V1_GENO_10000001	GCA_001577155.1	SAMN04423169	env_medium	env_medium	biofilm
RSGB23-1_GCA-001577155-V1_GENO_10000001	GCA_001577155.1	SAMN04423169	isolation_source	isolation_source	biofilm from deap sea brine pool
RSGB23-1_GCA-001577155-V1_GENO_10000001	GCA_001577155.1	SAMN04423169	sample_type	sample_type	metagenomic assembly
RSGB23-1_GCA-001586785-V2_GENO_10000001	GCA_001586785.2	SAMN04531070	env_broad_scale	env_broad_scale	semi-arid region
RSGB23-1_GCA-001586785-V2_GENO_10000001	GCA_001586785.2	SAMN04531070	env_local_scale	env_local_scale	reservoir
RSGB23-1_GCA-001586785-V2_GENO_10000001	GCA_001586785.2	SAMN04531070	env_medium	env_medium	water
RSGB23-1_GCA-001602415-V1_GENO_10000001	GCA_001602415.1	SAMN03894428	isolation_source	isolation_source	UKL13 co-culture; a single cyanobacterial colony from a depth-integrated water sample grown as a non-axenic culture
RSGB23-1_GCA-001602415-V1_GENO_10000001	GCA_001602415.1	SAMN03894428	sample_type	sample_type	non-axenic cell culture
RSGB23-1_GCA-001602435-V1_GENO_10000001	GCA_001602435.1	SAMN03894414	isolation_source	isolation_source	UKL13 co-culture; a single cyanobacterial colony from a depth-integrated water sample grown as a non-axenic culture
RSGB23-1_GCA-001602435-V1_GENO_10000001	GCA_001602435.1	SAMN03894414	sample_type	sample_type	cell culture
RSGB23-1_GCA-001602455-V1_GENO_10000001	GCA_001602455.1	SAMN03894415	isolation_source	isolation_source	UKL13 co-culture; a single cyanobacterial colony from a depth-integrated water sample grown as a non-axenic culture
RSGB23-1_GCA-001602455-V1_GENO_10000001	GCA_001602455.1	SAMN03894415	sample_type	sample_type	non-axenic cell culture
RSGB23-1_GCA-001625015-V2_GENO_10000001	GCA_001625015.2	SAMN04497911	env_broad_scale	env_broad_scale	ENVO:00000447
RSGB23-1_GCA-001625015-V2_GENO_10000001	GCA_001625015.2	SAMN04497911	env_local_scale	env_local_scale	ENVO:00010504
RSGB23-1_GCA-001625015-V2_GENO_10000001	GCA_001625015.2	SAMN04497911	env_medium	env_medium	ENVO:00002042
RSGB23-1_GCA-001625015-V2_GENO_10000001	GCA_001625015.2	SAMN04497911	isolation_source	isolation_source	sea surface microlayer
RSGB23-1_GCA-001642695-V2_GENO_10000001	GCA_001642695.2	SAMN04570437	env_broad_scale	env_broad_scale	Brackish water Lake
RSGB23-1_GCA-001642695-V2_GENO_10000001	GCA_001642695.2	SAMN04570437	isolation_source	isolation_source	Brackish lake sediment
RSGB23-1_GCA-001642695-V2_GENO_10000001	GCA_001642695.2	SAMN04570437	sample_type	sample_type	pure culture
RSGB23-1_GCA-001642935-V2_GENO_10000001	GCA_001642935.2	SAMN03654018	isolation_source	isolation_source	a submerged sand bank
RSGB23-1_GCA-001642935-V2_GENO_10000001	GCA_001642935.2	SAMN03654018	sample_type	sample_type	cell culture
RSGB23-1_GCA-001644445-V1_GENO_10000001	GCA_001644445.1	SAMN04490954	isolation_source	isolation_source	Single cell amplified by WGA-X; soil
RSGB23-1_GCA-001644445-V1_GENO_10000001	GCA_001644445.1	SAMN04490954	sample_type	sample_type	single cell
RSGB23-1_GCA-001644455-V1_GENO_10000001	GCA_001644455.1	SAMN04490955	isolation_source	isolation_source	Single cell amplified by WGA-X; soil
RSGB23-1_GCA-001644455-V1_GENO_10000001	GCA_001644455.1	SAMN04490955	sample_type	sample_type	single cell
RSGB23-1_GCA-001647025-V2_GENO_10000001	GCA_001647025.2	SAMN03978955	env_broad_scale	env_broad_scale	marine biome
RSGB23-1_GCA-001647025-V2_GENO_10000001	GCA_001647025.2	SAMN03978955	env_local_scale	env_local_scale	sea water
RSGB23-1_GCA-001647025-V2_GENO_10000001	GCA_001647025.2	SAMN03978955	env_medium	env_medium	sea water
RSGB23-1_GCA-001647025-V2_GENO_10000001	GCA_001647025.2	SAMN03978955	host	host	Atrina pectinata
RSGB23-1_GCA-001647025-V2_GENO_10000001	GCA_001647025.2	SAMN03978955	isolation_source	isolation_source	intestinal tract
RSGB23-1_GCA-001664005-V1_GENO_10000001	GCA_001664005.1	SAMN05248104	isolation_source	isolation_source	biocathode MCL
RSGB23-1_GCA-001664505-V1_GENO_10000001	GCA_001664505.1	SAMN03738170	host	host	Moorena producens JHB
RSGB23-1_GCA-001664505-V1_GENO_10000001	GCA_001664505.1	SAMN03738170	isolation_source	isolation_source	Hector Bay, Jamaica
RSGB23-1_GCA-001664505-V1_GENO_10000001	GCA_001664505.1	SAMN03738170	sample_type	sample_type	Mixed culture
RSGB23-1_GCA-001723845-V1_GENO_10000001	GCA_001723845.1	SAMN04979179	env_broad_scale	env_broad_scale	ENVO_01000020
RSGB23-1_GCA-001723845-V1_GENO_10000001	GCA_001723845.1	SAMN04979179	env_local_scale	env_local_scale	ENVO_01000066
RSGB23-1_GCA-001723845-V1_GENO_10000001	GCA_001723845.1	SAMN04979179	env_medium	env_medium	ENVO_00002045
RSGB23-1_GCA-001723845-V1_GENO_10000001	GCA_001723845.1	SAMN04979179	isolation_source	isolation_source	single cell amplified by MDA; Methane-rich estuary sediments 72-75 cm
RSGB23-1_GCA-001723845-V1_GENO_10000001	GCA_001723845.1	SAMN04979179	sample_type	sample_type	single cell
RSGB23-1_GCA-001725945-V1_GENO_10000001	GCA_001725945.1	SAMN04359667	host	host	Mimosa magentea
RSGB23-1_GCA-001725945-V1_GENO_10000001	GCA_001725945.1	SAMN04359667	isolation_source	isolation_source	nodules
RSGB23-1_GCA-001725945-V1_GENO_10000001	GCA_001725945.1	SAMN04359667	sample_type	sample_type	nodule
RSGB23-1_GCA-001729985-V1_GENO_10000001	GCA_001729985.1	SAMN03766369	host	host	Bugula neritina
RSGB23-1_GCA-001729985-V1_GENO_10000001	GCA_001729985.1	SAMN03766369	isolation_source	isolation_source	Ovicells
RSGB23-1_GCA-001729985-V1_GENO_10000001	GCA_001729985.1	SAMN03766369	sample_type	sample_type	Metagenomic assembly
RSGB23-1_GCA-001761425-V1_GENO_10000001	GCA_001761425.1	SAMN04191486	isolation_source	isolation_source	Halite rock
RSGB23-1_GCA-001907975-V2_GENO_10000001	GCA_001907975.2	SAMN04451922	isolation_source	isolation_source	freshwater
RSGB23-1_GCA-001907975-V2_GENO_10000001	GCA_001907975.2	SAMN04451922	sample_type	sample_type	freshwater sample from a lake
RSGB23-1_GCA-001938995-V1_GENO_10000001	GCA_001938995.1	SAMN05846351	host	host	Festuca rubra
RSGB23-1_GCA-001938995-V1_GENO_10000001	GCA_001938995.1	SAMN05846351	sample_type	sample_type	whole organism
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	env_broad_scale	env_broad_scale	Gut microbiome
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	env_local_scale	env_local_scale	Surgeonfish gut
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	env_medium	env_medium	Foregut
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	host	host	Acanthurus nigrofuscus
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	isolation_source	isolation_source	foregut; single cell amplified by MDA
RSGB23-1_GCA-001983455-V1_GENO_10000001	GCA_001983455.1	SAMN04027070	sample_type	sample_type	Single cell
RSGB23-1_GCA-001983475-V1_GENO_10000001	GCA_001983475.1	SAMN04038459	env_broad_scale	env_broad_scale	Gut microbiome
RSGB23-1_GCA-001983475-V1_GENO_10000001	GCA_001983475.1	SAMN04038459	host	host	Acanthurus sohal
RSGB23-1_GCA-001983475-V1_GENO_10000001	GCA_001983475.1	SAMN04038459	isolation_source	isolation_source	foregut; single cell amplified by MDA
RSGB23-1_GCA-001983475-V1_GENO_10000001	GCA_001983475.1	SAMN04038459	sample_type	sample_type	Single cell
RSGB23-1_GCA-001983555-V1_GENO_10000001	GCA_001983555.1	SAMN04038460	env_broad_scale	env_broad_scale	Gut microbiome
RSGB23-1_GCA-001983555-V1_GENO_10000001	GCA_001983555.1	SAMN04038460	host	host	Acanthurus nigrofuscus
RSGB23-1_GCA-001983555-V1_GENO_10000001	GCA_001983555.1	SAMN04038460	isolation_source	isolation_source	foregut; single cell amplified by MDA
RSGB23-1_GCA-001983555-V1_GENO_10000001	GCA_001983555.1	SAMN04038460	sample_type	sample_type	Single cell
RSGB23-1_GCA-002074035-V1_GENO_10000001	GCA_002074035.1	SAMN04088566	host	host	Pthirus gorillae
RSGB23-1_GCA-002074035-V1_GENO_10000001	GCA_002074035.1	SAMN04088566	isolation_source	isolation_source	Kenya
RSGB23-1_GCA-002074035-V1_GENO_10000001	GCA_002074035.1	SAMN04088566	sample_type	sample_type	whole organism
RSGB23-1_GCA-002163175-V1_GENO_10000001	GCA_002163175.1	SAMN05179570	isolation_source	isolation_source	sample BD02T64 sea water enriched with oil for 64 days
RSGB23-1_GCA-002163175-V1_GENO_10000001	GCA_002163175.1	SAMN05179570	sample_type	sample_type	metagenomic assembly
RSGB23-1_GCA-002214625-V2_GENO_10000001	GCA_002214625.2	SAMN02739299	env_broad_scale	env_broad_scale	Sheep
RSGB23-1_GCA-002214625-V2_GENO_10000001	GCA_002214625.2	SAMN02739299	env_local_scale	env_local_scale	Plateau
RSGB23-1_GCA-002214625-V2_GENO_10000001	GCA_002214625.2	SAMN02739299	env_medium	env_medium	Blood
RSGB23-1_GCA-002240395-V1_GENO_10000001	GCA_002240395.1	SAMN05504068	isolation_source	isolation_source	fruit
RSGB23-1_GCA-002240395-V1_GENO_10000001	GCA_002240395.1	SAMN05504068	sample_type	sample_type	tissue sample
RSGB23-1_GCA-002243285-V1_GENO_10000001	GCA_002243285.1	SAMN07374784	isolation_source	isolation_source	Rifle well FP-101 under high O2
RSGB23-1_GCA-002243285-V1_GENO_10000001	GCA_002243285.1	SAMN07374784	sample_type	sample_type	aquatic_sample
RSGB23-1_GCA-002356435-V2_GENO_10000001	GCA_002356435.2	SAMD00078371	env_local_scale	env_local_scale	Lotus Field Mud
RSGB23-1_GCA-002356435-V2_GENO_10000001	GCA_002356435.2	SAMD00078371	env_medium	env_medium	Lotus Field Mud
RSGB23-1_GCA-002356435-V2_GENO_10000001	GCA_002356435.2	SAMD00078371	sample_type	sample_type	metagenomic assembly
RSGB23-1_GCA-002370555-V1_GENO_10000001	GCA_002370555.1	SAMD00024043	env_broad_scale	env_broad_scale	bulk soil
RSGB23-1_GCA-002370555-V1_GENO_10000001	GCA_002370555.1	SAMD00024043	env_local_scale	env_local_scale	bulk soil
RSGB23-1_GCA-002370555-V1_GENO_10000001	GCA_002370555.1	SAMD00024043	env_medium	env_medium	soil
RSGB23-1_GCA-002848005-V2_GENO_10000001	GCA_002848005.2	SAMN08193735	host	host	Homo sapiens
RSGB23-1_GCA-002849045-V2_GENO_10000001	GCA_002849045.2	SAMN06689665	isolation_source	isolation_source	18 single cells amplified by MDA from marine sediment
RSGB23-1_GCA-002849045-V2_GENO_10000001	GCA_002849045.2	SAMN06689665	sample_type	sample_type	single cell
RSGB23-1_GCA-002879535-V2_GENO_10000001	GCA_002879535.2	SAMN08321006	host	host	Lotus tenuis
RSGB23-1_GCA-002879535-V2_GENO_10000001	GCA_002879535.2	SAMN08321006	isolation_source	isolation_source	root nodules
RSGB23-1_GCA-002879535-V2_GENO_10000001	GCA_002879535.2	SAMN08321006	sample_type	sample_type	cell culture
RSGB23-1_GCA-002890585-V1_GENO_10000001	GCA_002890585.1	SAMN05761448	env_broad_scale	env_broad_scale	human-associated habitat
RSGB23-1_GCA-002890585-V1_GENO_10000001	GCA_002890585.1	SAMN05761448	host	host	Homo sapiens
RSGB23-1_GCA-002890585-V1_GENO_10000001	GCA_002890585.1	SAMN05761448	isolation_source	isolation_source	single cell amplified by MDA; Subgingival plaque
RSGB23-1_GCA-002890585-V1_GENO_10000001	GCA_002890585.1	SAMN05761448	sample_type	sample_type	single cell
RSGB23-1_GCA-002899895-V2_GENO_10000001	GCA_002899895.2	SAMN08324236	host	host	rainbow trout
RSGB23-1_GCA-002899895-V2_GENO_10000001	GCA_002899895.2	SAMN08324236	isolation_source	isolation_source	gills
RSGB23-1_GCA-002899895-V2_GENO_10000001	GCA_002899895.2	SAMN08324236	sample_type	sample_type	cell culture
RSGB23-1_GCA-002922725-V1_GENO_10000001	GCA_002922725.1	SAMN08271789	isolation_source	isolation_source	single-cell amplified by MDA; Sargasso Seawater
RSGB23-1_GCA-002922725-V1_GENO_10000001	GCA_002922725.1	SAMN08271789	sample_type	sample_type	single-cell
RSGB23-1_GCA-002973635-V1_GENO_10000001	GCA_002973635.1	SAMN08464155	env_broad_scale	env_broad_scale	ENVO_01001004
RSGB23-1_GCA-002973635-V1_GENO_10000001	GCA_002973635.1	SAMN08464155	env_local_scale	env_local_scale	ENVO_01001004
RSGB23-1_GCA-002973635-V1_GENO_10000001	GCA_002973635.1	SAMN08464155	env_medium	env_medium	ENVO_01001004
RSGB23-1_GCA-002973635-V1_GENO_10000001	GCA_002973635.1	SAMN08464155	isolation_source	isolation_source	groundwater
RSGB23-1_GCA-003030785-V1_GENO_10000001	GCA_003030785.1	SAMN08771244	isolation_source	isolation_source	single cell amplified by MDA; marine sediments
RSGB23-1_GCA-003030785-V1_GENO_10000001	GCA_003030785.1	SAMN08771244	sample_type	sample_type	single cell
RSGB23-1_GCA-003034855-V1_GENO_10000001	GCA_003034855.1	SAMN08803845	env_broad_scale	env_broad_scale	brine pool
RSGB23-1_GCA-003034855-V1_GENO_10000001	GCA_003034855.1	SAMN08803845	isolation_source	isolation_source	single cell amplified by MDA; Nereus Deep brine pool from the Red Sea
RSGB23-1_GCA-003034855-V1_GENO_10000001	GCA_003034855.1	SAMN08803845	sample_type	sample_type	Single cell
RSGB23-1_GCA-003057745-V2_GENO_10000001	GCA_003057745.2	SAMN08917583	env_broad_scale	env_broad_scale	farm
RSGB23-1_GCA-003057745-V2_GENO_10000001	GCA_003057745.2	SAMN08917583	env_local_scale	env_local_scale	agricultural
RSGB23-1_GCA-003057745-V2_GENO_10000001	GCA_003057745.2	SAMN08917583	env_medium	env_medium	sugarcane
RSGB23-1_GCA-003057745-V2_GENO_10000001	GCA_003057745.2	SAMN08917583	host	host	Saccharum (sugarcane)
RSGB23-1_GCA-003057745-V2_GENO_10000001	GCA_003057745.2	SAMN08917583	isolation_source	isolation_source	sugarcane
RSGB23-1_GCA-003061185-V1_GENO_10000001	GCA_003061185.1	SAMN08111071	env_broad_scale	env_broad_scale	small lake
RSGB23-1_GCA-003061185-V1_GENO_10000001	GCA_003061185.1	SAMN08111071	env_local_scale	env_local_scale	lake
RSGB23-1_GCA-003061185-V1_GENO_10000001	GCA_003061185.1	SAMN08111071	env_medium	env_medium	water
RSGB23-1_GCA-003061395-V1_GENO_10000001	GCA_003061395.1	SAMN08111087	env_broad_scale	env_broad_scale	small lake
RSGB23-1_GCA-003061395-V1_GENO_10000001	GCA_003061395.1	SAMN08111087	env_local_scale	env_local_scale	lake
RSGB23-1_GCA-003061395-V1_GENO_10000001	GCA_003061395.1	SAMN08111087	env_medium	env_medium	water
RSGB23-1_GCA-003086475-V1_GENO_10000001	GCA_003086475.1	SAMN06968111	env_broad_scale	env_broad_scale	Hot spring
