genome	assembly_accession	biosample	canonical_attribute	attribute_name	attribute_value
RSGB23-1_GCF-900128755-V2_GENO_10000001	GCF_900128755.2	SAMEA4556316	host	host	Cinara confinis
RSGB23-1_GCF-900128755-V2_GENO_10000001	GCF_900128755.2	SAMEA4556316	isolation_source	isolation_source	whole body
RSGB23-1_GCF-900130075-V1_GENO_10000001	GCF_900130075.1	SAMEA4545685	isolation_source	isolation_source	contaminated soil
RSGB23-1_GCF-900143145-V1_GENO_10000001	GCF_900143145.1	SAMEA4560777	host	host	Cinara strobi
RSGB23-1_GCF-900143145-V1_GENO_10000001	GCF_900143145.1	SAMEA4560777	isolation_source	isolation_source	host's whole body
RSGB23-1_GCF-900143525-V1_GENO_10000001	GCF_900143525.1	SAMEA19234918	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900143525-V1_GENO_10000001	GCF_900143525.1	SAMEA19234918	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900143525-V1_GENO_10000001	GCF_900143525.1	SAMEA19234918	env_medium	env_medium	sea water
RSGB23-1_GCF-900143525-V1_GENO_10000001	GCF_900143525.1	SAMEA19234918	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900143535-V1_GENO_10000001	GCF_900143535.1	SAMEA19236418	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900143535-V1_GENO_10000001	GCF_900143535.1	SAMEA19236418	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900143535-V1_GENO_10000001	GCF_900143535.1	SAMEA19236418	env_medium	env_medium	sea water
RSGB23-1_GCF-900143535-V1_GENO_10000001	GCF_900143535.1	SAMEA19236418	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900143545-V1_GENO_10000001	GCF_900143545.1	SAMEA19235668	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900143545-V1_GENO_10000001	GCF_900143545.1	SAMEA19235668	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900143545-V1_GENO_10000001	GCF_900143545.1	SAMEA19235668	env_medium	env_medium	sea water
RSGB23-1_GCF-900143545-V1_GENO_10000001	GCF_900143545.1	SAMEA19235668	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900143615-V1_GENO_10000001	GCF_900143615.1	SAMEA19233418	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900143615-V1_GENO_10000001	GCF_900143615.1	SAMEA19233418	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900143615-V1_GENO_10000001	GCF_900143615.1	SAMEA19233418	env_medium	env_medium	sea water
RSGB23-1_GCF-900143615-V1_GENO_10000001	GCF_900143615.1	SAMEA19233418	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900143625-V1_GENO_10000001	GCF_900143625.1	SAMEA21225418	isolation_source	isolation_source	cheese
RSGB23-1_GCF-900143635-V1_GENO_10000001	GCF_900143635.1	SAMEA19234168	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900143635-V1_GENO_10000001	GCF_900143635.1	SAMEA19234168	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900143635-V1_GENO_10000001	GCF_900143635.1	SAMEA19234168	env_medium	env_medium	sea water
RSGB23-1_GCF-900143635-V1_GENO_10000001	GCF_900143635.1	SAMEA19234168	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900149625-V2_GENO_10000001	GCF_900149625.2	SAMEA4555931	host	host	Sus
RSGB23-1_GCF-900149625-V2_GENO_10000001	GCF_900149625.2	SAMEA4555931	isolation_source	isolation_source	porcine rectal swab
RSGB23-1_GCF-900149685-V1_GENO_10000001	GCF_900149685.1	SAMEA19230418	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900149685-V1_GENO_10000001	GCF_900149685.1	SAMEA19230418	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900149685-V1_GENO_10000001	GCF_900149685.1	SAMEA19230418	env_medium	env_medium	sea water
RSGB23-1_GCF-900149685-V1_GENO_10000001	GCF_900149685.1	SAMEA19230418	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900149695-V1_GENO_10000001	GCF_900149695.1	SAMEA19229668	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900149695-V1_GENO_10000001	GCF_900149695.1	SAMEA19229668	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900149695-V1_GENO_10000001	GCF_900149695.1	SAMEA19229668	env_medium	env_medium	sea water
RSGB23-1_GCF-900149695-V1_GENO_10000001	GCF_900149695.1	SAMEA19229668	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900149705-V1_GENO_10000001	GCF_900149705.1	SAMEA19231918	env_broad_scale	env_broad_scale	Ocean
RSGB23-1_GCF-900149705-V1_GENO_10000001	GCF_900149705.1	SAMEA19231918	env_local_scale	env_local_scale	Coastal water body
RSGB23-1_GCF-900149705-V1_GENO_10000001	GCF_900149705.1	SAMEA19231918	env_medium	env_medium	sea water
RSGB23-1_GCF-900149705-V1_GENO_10000001	GCF_900149705.1	SAMEA19231918	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900155355-V1_GENO_10000001	GCF_900155355.1	SAMEA37048168	host	host	Steinernema scapterisci (FL; G. Smart).
RSGB23-1_GCF-900155355-V1_GENO_10000001	GCF_900155355.1	SAMEA37048168	isolation_source	isolation_source	entomopathogenic nematode Steinernema scapterisci (FL; G. Smart)
RSGB23-1_GCF-900156895-V1_GENO_10000001	GCF_900156895.1	SAMEA31222168	host	host	Anthyllis vulneraria subspecies carpatica
RSGB23-1_GCF-900161835-V1_GENO_10000001	GCF_900161835.1	SAMEA37052668	env_broad_scale	env_broad_scale	Insect-assiciated habitat
RSGB23-1_GCF-900161835-V1_GENO_10000001	GCF_900161835.1	SAMEA37052668	env_local_scale	env_local_scale	mycetome
RSGB23-1_GCF-900161835-V1_GENO_10000001	GCF_900161835.1	SAMEA37052668	env_medium	env_medium	organic material
RSGB23-1_GCF-900161835-V1_GENO_10000001	GCF_900161835.1	SAMEA37052668	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900161835-V1_GENO_10000001	GCF_900161835.1	SAMEA37052668	host_body_habitat	host_body_habitat	bacteriome
RSGB23-1_GCF-900163555-V1_GENO_10000001	GCF_900163555.1	SAMEA80353918	isolation_source	isolation_source	cheese
RSGB23-1_GCF-900163565-V1_GENO_10000001	GCF_900163565.1	SAMEA80359168	isolation_source	isolation_source	Soft smear-ripened cheese with thermised milk
RSGB23-1_GCF-900163625-V1_GENO_10000001	GCF_900163625.1	SAMEA80388418	isolation_source	isolation_source	Soft smear-ripened cheese with raw milk
RSGB23-1_GCF-900163635-V1_GENO_10000001	GCF_900163635.1	SAMEA80404168	isolation_source	isolation_source	Soft smear-ripened cheese
RSGB23-1_GCF-900163645-V1_GENO_10000001	GCF_900163645.1	SAMEA80403418	isolation_source	isolation_source	cheese
RSGB23-1_GCF-900163655-V1_GENO_10000001	GCF_900163655.1	SAMEA80386918	isolation_source	isolation_source	Milk product
RSGB23-1_GCF-900163665-V1_GENO_10000001	GCF_900163665.1	SAMEA80391418	isolation_source	isolation_source	cheese
RSGB23-1_GCF-900163695-V1_GENO_10000001	GCF_900163695.1	SAMEA80392918	isolation_source	isolation_source	Hard cheese
RSGB23-1_GCF-900163795-V1_GENO_10000001	GCF_900163795.1	SAMEA81165418	isolation_source	isolation_source	Uncooked semi-hard cheese with cow milk
RSGB23-1_GCF-900163815-V1_GENO_10000001	GCF_900163815.1	SAMEA81151918	isolation_source	isolation_source	soft ripened cheese
RSGB23-1_GCF-900163865-V1_GENO_10000001	GCF_900163865.1	SAMEA81164668	isolation_source	isolation_source	cheese
RSGB23-1_GCF-900166965-V1_GENO_10000001	GCF_900166965.1	SAMEA93355168	env_broad_scale	env_broad_scale	marine fish
RSGB23-1_GCF-900166965-V1_GENO_10000001	GCF_900166965.1	SAMEA93355168	env_local_scale	env_local_scale	marine fish
RSGB23-1_GCF-900166965-V1_GENO_10000001	GCF_900166965.1	SAMEA93355168	env_medium	env_medium	Whiting skin
RSGB23-1_GCF-900166965-V1_GENO_10000001	GCF_900166965.1	SAMEA93355168	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900168255-V1_GENO_10000001	GCF_900168255.1	SAMEA3731239	env_broad_scale	env_broad_scale	soil
RSGB23-1_GCF-900168255-V1_GENO_10000001	GCF_900168255.1	SAMEA3731239	env_local_scale	env_local_scale	soil
RSGB23-1_GCF-900168255-V1_GENO_10000001	GCF_900168255.1	SAMEA3731239	env_medium	env_medium	soil
RSGB23-1_GCF-900168255-V1_GENO_10000001	GCF_900168255.1	SAMEA3731239	environment_package	soil environmental package	soil
RSGB23-1_GCF-900168365-V1_GENO_10000001	GCF_900168365.1	SAMEA102059668	host	host	Bos taurus
RSGB23-1_GCF-900168365-V1_GENO_10000001	GCF_900168365.1	SAMEA102059668	isolation_source	isolation_source	Isolated from cattle with blackleg
RSGB23-1_GCF-900169565-V1_GENO_10000001	GCF_900169565.1	SAMEA17758918	isolation_source	isolation_source	activated sludge
RSGB23-1_GCF-900170025-V1_GENO_10000001	GCF_900170025.1	SAMEA17758168	isolation_source	isolation_source	activated sludge
RSGB23-1_GCF-900172215-V1_GENO_10000001	GCF_900172215.1	SAMEA102343918	env_broad_scale	env_broad_scale	Host associated
RSGB23-1_GCF-900172215-V1_GENO_10000001	GCF_900172215.1	SAMEA102343918	env_local_scale	env_local_scale	Ascidian (Halocyntia roretzi)
RSGB23-1_GCF-900172215-V1_GENO_10000001	GCF_900172215.1	SAMEA102343918	env_medium	env_medium	Ascidian colleted from the South Sea
RSGB23-1_GCF-900172215-V1_GENO_10000001	GCF_900172215.1	SAMEA102343918	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900172225-V1_GENO_10000001	GCF_900172225.1	SAMEA103892645	env_broad_scale	env_broad_scale	seawater
RSGB23-1_GCF-900172225-V1_GENO_10000001	GCF_900172225.1	SAMEA103892645	env_local_scale	env_local_scale	seawater
RSGB23-1_GCF-900172225-V1_GENO_10000001	GCF_900172225.1	SAMEA103892645	env_medium	env_medium	surface seawater cellected at Malvarrosa beach, Valencia, Spain
RSGB23-1_GCF-900172225-V1_GENO_10000001	GCF_900172225.1	SAMEA103892645	environment_package	water environmental package	water
RSGB23-1_GCF-900172235-V1_GENO_10000001	GCF_900172235.1	SAMEA102067918	env_broad_scale	env_broad_scale	Seawater
RSGB23-1_GCF-900172235-V1_GENO_10000001	GCF_900172235.1	SAMEA102067918	env_local_scale	env_local_scale	Seawater
RSGB23-1_GCF-900172235-V1_GENO_10000001	GCF_900172235.1	SAMEA102067918	env_medium	env_medium	Seawater from Hwajinpo
RSGB23-1_GCF-900172235-V1_GENO_10000001	GCF_900172235.1	SAMEA102067918	environment_package	water environmental package	water
RSGB23-1_GCF-900172245-V1_GENO_10000001	GCF_900172245.1	SAMEA102060418	env_broad_scale	env_broad_scale	host associated
RSGB23-1_GCF-900172245-V1_GENO_10000001	GCF_900172245.1	SAMEA102060418	env_local_scale	env_local_scale	stationary culture of dinoflagellate
RSGB23-1_GCF-900172245-V1_GENO_10000001	GCF_900172245.1	SAMEA102060418	env_medium	env_medium	dinoflagellate Prorocentrum lima
RSGB23-1_GCF-900172245-V1_GENO_10000001	GCF_900172245.1	SAMEA102060418	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900172265-V1_GENO_10000001	GCF_900172265.1	SAMEA102345418	env_broad_scale	env_broad_scale	Water
RSGB23-1_GCF-900172265-V1_GENO_10000001	GCF_900172265.1	SAMEA102345418	env_local_scale	env_local_scale	Water
RSGB23-1_GCF-900172265-V1_GENO_10000001	GCF_900172265.1	SAMEA102345418	env_medium	env_medium	Zone where the ocean and a freshwater spring meet at soesokkak, located at Jeju Island
RSGB23-1_GCF-900172265-V1_GENO_10000001	GCF_900172265.1	SAMEA102345418	environment_package	water environmental package	water
RSGB23-1_GCF-900172275-V1_GENO_10000001	GCF_900172275.1	SAMEA102343168	env_broad_scale	env_broad_scale	Water
RSGB23-1_GCF-900172275-V1_GENO_10000001	GCF_900172275.1	SAMEA102343168	env_local_scale	env_local_scale	Water
RSGB23-1_GCF-900172275-V1_GENO_10000001	GCF_900172275.1	SAMEA102343168	env_medium	env_medium	water from Soesokkak
RSGB23-1_GCF-900172275-V1_GENO_10000001	GCF_900172275.1	SAMEA102343168	environment_package	water environmental package	water
RSGB23-1_GCF-900172285-V1_GENO_10000001	GCF_900172285.1	SAMEA102070918	env_broad_scale	env_broad_scale	Seawater
RSGB23-1_GCF-900172285-V1_GENO_10000001	GCF_900172285.1	SAMEA102070918	env_local_scale	env_local_scale	Seawater
RSGB23-1_GCF-900172285-V1_GENO_10000001	GCF_900172285.1	SAMEA102070918	env_medium	env_medium	Yellow Sea tidal flat
RSGB23-1_GCF-900172285-V1_GENO_10000001	GCF_900172285.1	SAMEA102070918	environment_package	water environmental package	water
RSGB23-1_GCF-900172295-V1_GENO_10000001	GCF_900172295.1	SAMEA102326668	env_broad_scale	env_broad_scale	Sediment
RSGB23-1_GCF-900172295-V1_GENO_10000001	GCF_900172295.1	SAMEA102326668	env_local_scale	env_local_scale	Tidal flat sediment
RSGB23-1_GCF-900172295-V1_GENO_10000001	GCF_900172295.1	SAMEA102326668	env_medium	env_medium	Tidal flat sediment collected from the coast at Boseong on the south Sea in South Korea
RSGB23-1_GCF-900172295-V1_GENO_10000001	GCF_900172295.1	SAMEA102326668	environment_package	sediment environmental package	sediment
RSGB23-1_GCF-900172305-V1_GENO_10000001	GCF_900172305.1	SAMEA102124168	env_broad_scale	env_broad_scale	Seawater
RSGB23-1_GCF-900172305-V1_GENO_10000001	GCF_900172305.1	SAMEA102124168	env_local_scale	env_local_scale	Seawater
RSGB23-1_GCF-900172305-V1_GENO_10000001	GCF_900172305.1	SAMEA102124168	env_medium	env_medium	Seawater of the Yellow Sea
RSGB23-1_GCF-900172305-V1_GENO_10000001	GCF_900172305.1	SAMEA102124168	environment_package	water environmental package	water
RSGB23-1_GCF-900172315-V1_GENO_10000001	GCF_900172315.1	SAMEA102066418	env_broad_scale	env_broad_scale	Sediment
RSGB23-1_GCF-900172315-V1_GENO_10000001	GCF_900172315.1	SAMEA102066418	env_local_scale	env_local_scale	Sediment
RSGB23-1_GCF-900172315-V1_GENO_10000001	GCF_900172315.1	SAMEA102066418	env_medium	env_medium	Saline soil bordering a saltern
RSGB23-1_GCF-900172315-V1_GENO_10000001	GCF_900172315.1	SAMEA102066418	environment_package	sediment environmental package	sediment
RSGB23-1_GCF-900172325-V1_GENO_10000001	GCF_900172325.1	SAMEA102070168	env_broad_scale	env_broad_scale	Host associated
RSGB23-1_GCF-900172325-V1_GENO_10000001	GCF_900172325.1	SAMEA102070168	env_local_scale	env_local_scale	Wild long-snouted seahorses
RSGB23-1_GCF-900172325-V1_GENO_10000001	GCF_900172325.1	SAMEA102070168	env_medium	env_medium	Cutaneous mucus of wild long-snouted seahorses (Hippocampus guttulatus) captured in northwest Spain
RSGB23-1_GCF-900172325-V1_GENO_10000001	GCF_900172325.1	SAMEA102070168	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900172335-V1_GENO_10000001	GCF_900172335.1	SAMEA102067168	env_broad_scale	env_broad_scale	Seawater
RSGB23-1_GCF-900172335-V1_GENO_10000001	GCF_900172335.1	SAMEA102067168	env_local_scale	env_local_scale	Seawater
RSGB23-1_GCF-900172335-V1_GENO_10000001	GCF_900172335.1	SAMEA102067168	env_medium	env_medium	Seawater obtained off coast of Vinaroz
RSGB23-1_GCF-900172335-V1_GENO_10000001	GCF_900172335.1	SAMEA102067168	environment_package	water environmental package	water
RSGB23-1_GCF-900172345-V1_GENO_10000001	GCF_900172345.1	SAMEA102341668	env_broad_scale	env_broad_scale	Water
RSGB23-1_GCF-900172345-V1_GENO_10000001	GCF_900172345.1	SAMEA102341668	env_local_scale	env_local_scale	Water
RSGB23-1_GCF-900172345-V1_GENO_10000001	GCF_900172345.1	SAMEA102341668	env_medium	env_medium	Junction place located at Jeju Island of South Korea, where the North Pacific Ocean and a freshwater spring meet
RSGB23-1_GCF-900172345-V1_GENO_10000001	GCF_900172345.1	SAMEA102341668	environment_package	water environmental package	water
RSGB23-1_GCF-900172355-V1_GENO_10000001	GCF_900172355.1	SAMEA102065668	env_broad_scale	env_broad_scale	water
RSGB23-1_GCF-900172355-V1_GENO_10000001	GCF_900172355.1	SAMEA102065668	env_local_scale	env_local_scale	water
RSGB23-1_GCF-900172355-V1_GENO_10000001	GCF_900172355.1	SAMEA102065668	env_medium	env_medium	water
RSGB23-1_GCF-900172355-V1_GENO_10000001	GCF_900172355.1	SAMEA102065668	environment_package	water environmental package	water
RSGB23-1_GCF-900172365-V1_GENO_10000001	GCF_900172365.1	SAMEA102342418	env_broad_scale	env_broad_scale	Sediment
RSGB23-1_GCF-900172365-V1_GENO_10000001	GCF_900172365.1	SAMEA102342418	env_local_scale	env_local_scale	Tidal flat sediment
RSGB23-1_GCF-900172365-V1_GENO_10000001	GCF_900172365.1	SAMEA102342418	env_medium	env_medium	Tidal flat sediment collected from the coast at Youngkwang of the Yellow Sea in South Korea
RSGB23-1_GCF-900172365-V1_GENO_10000001	GCF_900172365.1	SAMEA102342418	environment_package	sediment environmental package	sediment
RSGB23-1_GCF-900172375-V1_GENO_10000001	GCF_900172375.1	SAMEA102344668	env_broad_scale	env_broad_scale	Water
RSGB23-1_GCF-900172375-V1_GENO_10000001	GCF_900172375.1	SAMEA102344668	env_local_scale	env_local_scale	Water
RSGB23-1_GCF-900172375-V1_GENO_10000001	GCF_900172375.1	SAMEA102344668	env_medium	env_medium	Water collected from the junction between the ocean and a freshwater spring
RSGB23-1_GCF-900172375-V1_GENO_10000001	GCF_900172375.1	SAMEA102344668	environment_package	water environmental package	water
RSGB23-1_GCF-900172385-V1_GENO_10000001	GCF_900172385.1	SAMEA102123418	env_broad_scale	env_broad_scale	Seawater
RSGB23-1_GCF-900172385-V1_GENO_10000001	GCF_900172385.1	SAMEA102123418	env_local_scale	env_local_scale	Seawater
RSGB23-1_GCF-900172385-V1_GENO_10000001	GCF_900172385.1	SAMEA102123418	env_medium	env_medium	Seawater from Eluanbi coast
RSGB23-1_GCF-900172385-V1_GENO_10000001	GCF_900172385.1	SAMEA102123418	environment_package	water environmental package	water
RSGB23-1_GCF-900176255-V2_GENO_10000001	GCF_900176255.2	SAMEA103958175	isolation_source	isolation_source	sputum
RSGB23-1_GCF-900180345-V1_GENO_10000001	GCF_900180345.1	SAMEA103984244	env_broad_scale	env_broad_scale	sea
RSGB23-1_GCF-900180345-V1_GENO_10000001	GCF_900180345.1	SAMEA103984244	env_local_scale	env_local_scale	cold seep
RSGB23-1_GCF-900180345-V1_GENO_10000001	GCF_900180345.1	SAMEA103984244	env_medium	env_medium	gill tissue
RSGB23-1_GCF-900180345-V1_GENO_10000001	GCF_900180345.1	SAMEA103984244	environment_package	host-associated environmental package	host-associated
RSGB23-1_GCF-900183575-V1_GENO_10000001	GCF_900183575.1	SAMEA104055222	isolation_source	isolation_source	wound
RSGB23-1_GCF-900184705-V1_GENO_10000001	GCF_900184705.1	SAMEA104092011	env_broad_scale	env_broad_scale	Anaerobic digester
RSGB23-1_GCF-900184705-V1_GENO_10000001	GCF_900184705.1	SAMEA104092011	env_local_scale	env_local_scale	Full-scale CAMBI
RSGB23-1_GCF-900184705-V1_GENO_10000001	GCF_900184705.1	SAMEA104092011	env_medium	env_medium	Anaerobic digester biomass
RSGB23-1_GCF-900184705-V1_GENO_10000001	GCF_900184705.1	SAMEA104092011	environment_package	wastewater/sludge environmental package	wastewater/sludge
RSGB23-1_GCF-900184795-V1_GENO_10000001	GCF_900184795.1	SAMEA104035115	isolation_source	isolation_source	Planted Fixed-bed Reactor
RSGB23-1_GCF-900184815-V1_GENO_10000001	GCF_900184815.1	SAMEA104098235	env_broad_scale	env_broad_scale	sediment
RSGB23-1_GCF-900184815-V1_GENO_10000001	GCF_900184815.1	SAMEA104098235	env_local_scale	env_local_scale	Tidal flat sediment
RSGB23-1_GCF-900184815-V1_GENO_10000001	GCF_900184815.1	SAMEA104098235	env_medium	env_medium	tidal flat sediment at Boseong in South Korea
RSGB23-1_GCF-900184815-V1_GENO_10000001	GCF_900184815.1	SAMEA104098235	environment_package	sediment environmental package	sediment
RSGB23-1_GCF-900184825-V1_GENO_10000001	GCF_900184825.1	SAMEA104098305	env_broad_scale	env_broad_scale	seawater
RSGB23-1_GCF-900184825-V1_GENO_10000001	GCF_900184825.1	SAMEA104098305	env_local_scale	env_local_scale	seawater
RSGB23-1_GCF-900184825-V1_GENO_10000001	GCF_900184825.1	SAMEA104098305	env_medium	env_medium	seawater collected off the coast of Ishigaki Island, Japan
RSGB23-1_GCF-900184825-V1_GENO_10000001	GCF_900184825.1	SAMEA104098305	environment_package	water environmental package	water
RSGB23-1_GCF-900184895-V1_GENO_10000001	GCF_900184895.1	SAMEA104102533	env_broad_scale	env_broad_scale	water
RSGB23-1_GCF-900184895-V1_GENO_10000001	GCF_900184895.1	SAMEA104102533	env_local_scale	env_local_scale	seawater
RSGB23-1_GCF-900184895-V1_GENO_10000001	GCF_900184895.1	SAMEA104102533	env_medium	env_medium	seawater of Mallipo, Korea.
RSGB23-1_GCF-900184895-V1_GENO_10000001	GCF_900184895.1	SAMEA104102533	environment_package	water environmental package	water
RSGB23-1_GCF-900184935-V1_GENO_10000001	GCF_900184935.1	SAMEA104098236	env_broad_scale	env_broad_scale	water
RSGB23-1_GCF-900184935-V1_GENO_10000001	GCF_900184935.1	SAMEA104098236	env_local_scale	env_local_scale	water
RSGB23-1_GCF-900184935-V1_GENO_10000001	GCF_900184935.1	SAMEA104098236	env_medium	env_medium	Water was collected from the junction between the ocean and a freshwater spring at Jeju island of South Korea
